test_index,image_id,source_path,source_record_index,true_class,predicted_class,confidence,top1_correct,top5_correct,saved_image,error_type
108,cifar10_test_00108,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,108,ship,cat,0.45012110471725464,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00108_true-ship_pred-cat.png,false_negative_for_ship;false_positive_for_cat
117,cifar10_test_00117,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,117,deer,horse,0.5949572324752808,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00117_true-deer_pred-horse.png,false_negative_for_deer;false_positive_for_horse
118,cifar10_test_00118,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,118,bird,cat,0.9810173511505127,False,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00118_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
125,cifar10_test_00125,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,125,airplane,bird,0.5763949155807495,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00125_true-airplane_pred-bird.png,false_negative_for_airplane;false_positive_for_bird
127,cifar10_test_00127,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,127,cat,frog,0.9682860970497131,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00127_true-cat_pred-frog.png,false_negative_for_cat;false_positive_for_frog
129,cifar10_test_00129,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,129,bird,airplane,0.9727373719215393,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00129_true-bird_pred-airplane.png,false_negative_for_bird;false_positive_for_airplane
139,cifar10_test_00139,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,139,truck,ship,0.9999939203262329,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00139_true-truck_pred-ship.png,false_negative_for_truck;false_positive_for_ship
145,cifar10_test_00145,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,145,horse,cat,0.7770205140113831,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00145_true-horse_pred-cat.png,false_negative_for_horse;false_positive_for_cat
147,cifar10_test_00147,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,147,bird,cat,0.5435674786567688,False,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00147_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
149,cifar10_test_00149,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,149,bird,cat,0.5234233736991882,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00149_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
150,cifar10_test_00150,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,150,ship,airplane,0.9758086204528809,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00150_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
164,cifar10_test_00164,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,164,ship,airplane,0.7357725501060486,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00164_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
165,cifar10_test_00165,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,165,deer,bird,0.9770259261131287,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00165_true-deer_pred-bird.png,false_negative_for_deer;false_positive_for_bird
169,cifar10_test_00169,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,169,airplane,ship,0.6704633831977844,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00169_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
171,cifar10_test_00171,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,171,truck,horse,0.6689960956573486,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00171_true-truck_pred-horse.png,false_negative_for_truck;false_positive_for_horse
178,cifar10_test_00178,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,178,dog,cat,0.9166356921195984,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00178_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
188,cifar10_test_00188,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,188,deer,cat,0.9999032020568848,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00188_true-deer_pred-cat.png,false_negative_for_deer;false_positive_for_cat
195,cifar10_test_00195,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,195,bird,deer,0.9993430972099304,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00195_true-bird_pred-deer.png,false_negative_for_bird;false_positive_for_deer
201,cifar10_test_00201,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,201,automobile,airplane,0.702755331993103,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00201_true-automobile_pred-airplane.png,false_negative_for_automobile;false_positive_for_airplane
206,cifar10_test_00206,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,206,airplane,bird,0.5005252957344055,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00206_true-airplane_pred-bird.png,false_negative_for_airplane;false_positive_for_bird
210,cifar10_test_00210,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,210,horse,deer,0.9202726483345032,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00210_true-horse_pred-deer.png,false_negative_for_horse;false_positive_for_deer
218,cifar10_test_00218,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,218,ship,airplane,0.7972855567932129,False,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00218_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
226,cifar10_test_00226,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,226,frog,deer,0.9757776260375977,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00226_true-frog_pred-deer.png,false_negative_for_frog;false_positive_for_deer
228,cifar10_test_00228,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,228,horse,deer,0.9407803416252136,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00228_true-horse_pred-deer.png,false_negative_for_horse;false_positive_for_deer
232,cifar10_test_00232,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,232,dog,cat,0.9988974332809448,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00232_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
239,cifar10_test_00239,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,239,dog,frog,0.7007598280906677,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00239_true-dog_pred-frog.png,false_negative_for_dog;false_positive_for_frog
242,cifar10_test_00242,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,242,ship,airplane,0.6340785622596741,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00242_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
245,cifar10_test_00245,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,245,cat,frog,0.9961827397346497,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00245_true-cat_pred-frog.png,false_negative_for_cat;false_positive_for_frog
247,cifar10_test_00247,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,247,truck,ship,0.6161684393882751,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00247_true-truck_pred-ship.png,false_negative_for_truck;false_positive_for_ship
254,cifar10_test_00254,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,254,deer,bird,0.9988640546798706,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00254_true-deer_pred-bird.png,false_negative_for_deer;false_positive_for_bird
255,cifar10_test_00255,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,255,airplane,ship,0.9349492788314819,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00255_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
258,cifar10_test_00258,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,258,airplane,ship,0.9353539943695068,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00258_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
262,cifar10_test_00262,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,262,dog,automobile,0.7904483675956726,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00262_true-dog_pred-automobile.png,false_negative_for_dog;false_positive_for_automobile
263,cifar10_test_00263,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,263,horse,dog,0.8064890503883362,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00263_true-horse_pred-dog.png,false_negative_for_horse;false_positive_for_dog
271,cifar10_test_00271,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,271,cat,bird,0.8938266038894653,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00271_true-cat_pred-bird.png,false_negative_for_cat;false_positive_for_bird
275,cifar10_test_00275,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,275,dog,cat,0.55023193359375,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00275_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
281,cifar10_test_00281,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,281,airplane,frog,0.6451617479324341,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00281_true-airplane_pred-frog.png,false_negative_for_airplane;false_positive_for_frog
287,cifar10_test_00287,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,287,airplane,ship,0.9999864101409912,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00287_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
294,cifar10_test_00294,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,294,cat,dog,0.6961119771003723,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00294_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
302,cifar10_test_00302,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,302,cat,horse,0.7872660756111145,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00302_true-cat_pred-horse.png,false_negative_for_cat;false_positive_for_horse
303,cifar10_test_00303,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,303,bird,cat,0.8649246096611023,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00303_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
306,cifar10_test_00306,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,306,ship,automobile,0.5057985782623291,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00306_true-ship_pred-automobile.png,false_negative_for_ship;false_positive_for_automobile
308,cifar10_test_00308,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,308,automobile,truck,0.5396113991737366,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00308_true-automobile_pred-truck.png,false_negative_for_automobile;false_positive_for_truck
309,cifar10_test_00309,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,309,frog,deer,0.8311293125152588,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00309_true-frog_pred-deer.png,false_negative_for_frog;false_positive_for_deer
322,cifar10_test_00322,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,322,bird,frog,0.9188976287841797,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00322_true-bird_pred-frog.png,false_negative_for_bird;false_positive_for_frog
324,cifar10_test_00324,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,324,deer,horse,0.9905478358268738,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00324_true-deer_pred-horse.png,false_negative_for_deer;false_positive_for_horse
325,cifar10_test_00325,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,325,automobile,airplane,0.7739797234535217,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00325_true-automobile_pred-airplane.png,false_negative_for_automobile;false_positive_for_airplane
340,cifar10_test_00340,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,340,bird,frog,0.9905208349227905,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00340_true-bird_pred-frog.png,false_negative_for_bird;false_positive_for_frog
345,cifar10_test_00345,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,345,dog,cat,0.5568970441818237,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00345_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
352,cifar10_test_00352,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,352,airplane,ship,0.9467816948890686,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00352_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
355,cifar10_test_00355,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,355,horse,deer,0.9652464985847473,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00355_true-horse_pred-deer.png,false_negative_for_horse;false_positive_for_deer
356,cifar10_test_00356,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,356,cat,dog,0.9672885537147522,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00356_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
357,cifar10_test_00357,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,357,bird,dog,0.7170361876487732,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00357_true-bird_pred-dog.png,false_negative_for_bird;false_positive_for_dog
361,cifar10_test_00361,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,361,dog,cat,0.9935818910598755,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00361_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
363,cifar10_test_00363,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,363,automobile,airplane,0.9999274015426636,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00363_true-automobile_pred-airplane.png,false_negative_for_automobile;false_positive_for_airplane
367,cifar10_test_00367,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,367,cat,horse,0.9685568809509277,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00367_true-cat_pred-horse.png,false_negative_for_cat;false_positive_for_horse
368,cifar10_test_00368,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,368,ship,airplane,0.9961793422698975,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00368_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
376,cifar10_test_00376,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,376,airplane,truck,0.32065343856811523,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00376_true-airplane_pred-truck.png,false_negative_for_airplane;false_positive_for_truck
384,cifar10_test_00384,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,384,bird,deer,0.9611464142799377,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00384_true-bird_pred-deer.png,false_negative_for_bird;false_positive_for_deer
387,cifar10_test_00387,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,387,bird,horse,0.9870539307594299,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00387_true-bird_pred-horse.png,false_negative_for_bird;false_positive_for_horse
393,cifar10_test_00393,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,393,bird,horse,0.9580555558204651,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00393_true-bird_pred-horse.png,false_negative_for_bird;false_positive_for_horse
394,cifar10_test_00394,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,394,truck,cat,0.7228434085845947,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00394_true-truck_pred-cat.png,false_negative_for_truck;false_positive_for_cat
396,cifar10_test_00396,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,396,bird,deer,0.993399977684021,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00396_true-bird_pred-deer.png,false_negative_for_bird;false_positive_for_deer
397,cifar10_test_00397,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,397,cat,dog,0.6635866165161133,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00397_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
405,cifar10_test_00405,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,405,deer,cat,0.7983033061027527,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00405_true-deer_pred-cat.png,false_negative_for_deer;false_positive_for_cat
412,cifar10_test_00412,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,412,cat,dog,0.7611284852027893,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00412_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
416,cifar10_test_00416,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,416,airplane,deer,0.9225434064865112,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/00416_true-airplane_pred-deer.png,false_negative_for_airplane;false_positive_for_deer
