test_index,image_id,true_class,predicted_class,confidence,top1_correct,top5_correct,error_type,saved_image
1684,cifar10_test_01684,automobile,ship,0.7749745845794678,False,True,false_negative_for_automobile;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\01684_true-automobile_pred-ship.png
1732,cifar10_test_01732,truck,automobile,0.9995521903038025,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\01732_true-truck_pred-automobile.png
1933,cifar10_test_01933,cat,dog,0.9990853071212769,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\01933_true-cat_pred-dog.png
1969,cifar10_test_01969,automobile,truck,1.0,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\01969_true-automobile_pred-truck.png
2010,cifar10_test_02010,horse,cat,0.9754456281661987,False,True,false_negative_for_horse;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02010_true-horse_pred-cat.png
2187,cifar10_test_02187,dog,cat,0.9999387264251709,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02187_true-dog_pred-cat.png
2405,cifar10_test_02405,cat,frog,1.0,False,True,false_negative_for_cat;false_positive_for_frog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02405_true-cat_pred-frog.png
2525,cifar10_test_02525,dog,cat,0.9999743700027466,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02525_true-dog_pred-cat.png
2532,cifar10_test_02532,airplane,automobile,0.9999783039093018,False,True,false_negative_for_airplane;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02532_true-airplane_pred-automobile.png
2592,cifar10_test_02592,bird,deer,0.999998927116394,False,True,false_negative_for_bird;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02592_true-bird_pred-deer.png
2594,cifar10_test_02594,airplane,ship,0.5656507015228271,False,True,false_negative_for_airplane;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02594_true-airplane_pred-ship.png
2804,cifar10_test_02804,cat,dog,0.9999988079071045,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02804_true-cat_pred-dog.png
2845,cifar10_test_02845,dog,deer,0.6517746448516846,False,True,false_negative_for_dog;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02845_true-dog_pred-deer.png
2849,cifar10_test_02849,frog,cat,0.8512071967124939,False,True,false_negative_for_frog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02849_true-frog_pred-cat.png
2854,cifar10_test_02854,truck,automobile,0.9997956156730652,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02854_true-truck_pred-automobile.png
2923,cifar10_test_02923,cat,dog,0.998259961605072,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\02923_true-cat_pred-dog.png
3150,cifar10_test_03150,automobile,truck,0.9841082096099854,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03150_true-automobile_pred-truck.png
3164,cifar10_test_03164,airplane,bird,0.6945029497146606,False,True,false_negative_for_airplane;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03164_true-airplane_pred-bird.png
3192,cifar10_test_03192,dog,deer,0.9561951160430908,False,True,false_negative_for_dog;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03192_true-dog_pred-deer.png
3211,cifar10_test_03211,airplane,ship,0.995718777179718,False,True,false_negative_for_airplane;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03211_true-airplane_pred-ship.png
3231,cifar10_test_03231,cat,horse,0.9999754428863525,False,True,false_negative_for_cat;false_positive_for_horse,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03231_true-cat_pred-horse.png
3309,cifar10_test_03309,deer,horse,0.8470010161399841,False,True,false_negative_for_deer;false_positive_for_horse,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03309_true-deer_pred-horse.png
3343,cifar10_test_03343,cat,dog,0.9978238344192505,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03343_true-cat_pred-dog.png
3354,cifar10_test_03354,cat,frog,0.9833459854125977,False,True,false_negative_for_cat;false_positive_for_frog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03354_true-cat_pred-frog.png
3443,cifar10_test_03443,deer,bird,0.8469927906990051,False,True,false_negative_for_deer;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03443_true-deer_pred-bird.png
3444,cifar10_test_03444,airplane,bird,0.9340349435806274,False,True,false_negative_for_airplane;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03444_true-airplane_pred-bird.png
3450,cifar10_test_03450,truck,automobile,0.7650099396705627,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03450_true-truck_pred-automobile.png
3490,cifar10_test_03490,airplane,ship,0.9985044002532959,False,True,false_negative_for_airplane;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03490_true-airplane_pred-ship.png
3500,cifar10_test_03500,automobile,truck,0.9990997314453125,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03500_true-automobile_pred-truck.png
3560,cifar10_test_03560,automobile,truck,0.9999996423721313,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03560_true-automobile_pred-truck.png
3600,cifar10_test_03600,deer,dog,0.9999852180480957,False,True,false_negative_for_deer;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03600_true-deer_pred-dog.png
3645,cifar10_test_03645,automobile,truck,0.9995655417442322,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03645_true-automobile_pred-truck.png
3696,cifar10_test_03696,deer,bird,0.999971866607666,False,True,false_negative_for_deer;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03696_true-deer_pred-bird.png
3704,cifar10_test_03704,dog,truck,0.9999649524688721,False,True,false_negative_for_dog;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03704_true-dog_pred-truck.png
3708,cifar10_test_03708,deer,bird,0.9999814033508301,False,True,false_negative_for_deer;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03708_true-deer_pred-bird.png
3744,cifar10_test_03744,deer,horse,0.999956488609314,False,True,false_negative_for_deer;false_positive_for_horse,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03744_true-deer_pred-horse.png
3762,cifar10_test_03762,automobile,truck,0.9808319211006165,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03762_true-automobile_pred-truck.png
3789,cifar10_test_03789,truck,automobile,0.9999996423721313,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03789_true-truck_pred-automobile.png
3799,cifar10_test_03799,cat,dog,0.9982638955116272,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03799_true-cat_pred-dog.png
3977,cifar10_test_03977,cat,frog,0.9999995231628418,False,True,false_negative_for_cat;false_positive_for_frog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\03977_true-cat_pred-frog.png
4012,cifar10_test_04012,cat,dog,0.9999918937683105,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04012_true-cat_pred-dog.png
4051,cifar10_test_04051,dog,cat,0.7665892243385315,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04051_true-dog_pred-cat.png
4054,cifar10_test_04054,horse,airplane,0.9993606209754944,False,True,false_negative_for_horse;false_positive_for_airplane,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04054_true-horse_pred-airplane.png
4152,cifar10_test_04152,dog,cat,0.999997615814209,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04152_true-dog_pred-cat.png
4276,cifar10_test_04276,truck,automobile,0.9999669790267944,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04276_true-truck_pred-automobile.png
4309,cifar10_test_04309,horse,deer,0.9914069175720215,False,True,false_negative_for_horse;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04309_true-horse_pred-deer.png
4495,cifar10_test_04495,cat,dog,0.9850810170173645,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04495_true-cat_pred-dog.png
4646,cifar10_test_04646,bird,cat,0.9998550415039062,False,True,false_negative_for_bird;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04646_true-bird_pred-cat.png
4740,cifar10_test_04740,dog,cat,0.9999991655349731,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04740_true-dog_pred-cat.png
4744,cifar10_test_04744,frog,airplane,0.5737658143043518,False,True,false_negative_for_frog;false_positive_for_airplane,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04744_true-frog_pred-airplane.png
4795,cifar10_test_04795,dog,cat,0.9978107810020447,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04795_true-dog_pred-cat.png
4849,cifar10_test_04849,dog,cat,0.8231574296951294,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04849_true-dog_pred-cat.png
4906,cifar10_test_04906,dog,cat,0.9999982118606567,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04906_true-dog_pred-cat.png
4931,cifar10_test_04931,truck,automobile,0.9999995231628418,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04931_true-truck_pred-automobile.png
4964,cifar10_test_04964,dog,horse,0.998793363571167,False,True,false_negative_for_dog;false_positive_for_horse,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04964_true-dog_pred-horse.png
4965,cifar10_test_04965,cat,deer,0.9999520778656006,False,True,false_negative_for_cat;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04965_true-cat_pred-deer.png
4988,cifar10_test_04988,dog,cat,0.9998838901519775,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\04988_true-dog_pred-cat.png
5141,cifar10_test_05141,frog,cat,0.9999942779541016,False,True,false_negative_for_frog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05141_true-frog_pred-cat.png
5166,cifar10_test_05166,truck,ship,0.9959110021591187,False,True,false_negative_for_truck;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05166_true-truck_pred-ship.png
5200,cifar10_test_05200,cat,dog,0.9935858845710754,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05200_true-cat_pred-dog.png
5211,cifar10_test_05211,horse,deer,0.9898786544799805,False,True,false_negative_for_horse;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05211_true-horse_pred-deer.png
5290,cifar10_test_05290,cat,dog,0.9999871253967285,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05290_true-cat_pred-dog.png
5410,cifar10_test_05410,cat,dog,0.8446547985076904,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05410_true-cat_pred-dog.png
5416,cifar10_test_05416,truck,automobile,0.9966609477996826,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05416_true-truck_pred-automobile.png
5426,cifar10_test_05426,dog,cat,0.9999983310699463,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05426_true-dog_pred-cat.png
5430,cifar10_test_05430,horse,deer,0.9999943971633911,False,True,false_negative_for_horse;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05430_true-horse_pred-deer.png
5632,cifar10_test_05632,cat,dog,0.7360310554504395,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05632_true-cat_pred-dog.png
5642,cifar10_test_05642,dog,deer,0.9730088710784912,False,True,false_negative_for_dog;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05642_true-dog_pred-deer.png
5690,cifar10_test_05690,horse,dog,0.9829036593437195,False,True,false_negative_for_horse;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05690_true-horse_pred-dog.png
5708,cifar10_test_05708,bird,dog,0.9988330006599426,False,True,false_negative_for_bird;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05708_true-bird_pred-dog.png
5716,cifar10_test_05716,airplane,bird,0.9998422861099243,False,True,false_negative_for_airplane;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05716_true-airplane_pred-bird.png
5864,cifar10_test_05864,truck,automobile,0.9999979734420776,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\05864_true-truck_pred-automobile.png
6021,cifar10_test_06021,cat,dog,0.9483704566955566,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06021_true-cat_pred-dog.png
6062,cifar10_test_06062,cat,frog,0.9985641837120056,False,True,false_negative_for_cat;false_positive_for_frog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06062_true-cat_pred-frog.png
6202,cifar10_test_06202,cat,dog,0.9999872446060181,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06202_true-cat_pred-dog.png
6257,cifar10_test_06257,dog,cat,0.987453818321228,False,True,false_negative_for_dog;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06257_true-dog_pred-cat.png
6381,cifar10_test_06381,truck,automobile,0.9960450530052185,False,True,false_negative_for_truck;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06381_true-truck_pred-automobile.png
6669,cifar10_test_06669,dog,deer,0.9999619722366333,False,True,false_negative_for_dog;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06669_true-dog_pred-deer.png
6750,cifar10_test_06750,deer,cat,0.70218825340271,False,True,false_negative_for_deer;false_positive_for_cat,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06750_true-deer_pred-cat.png
6759,cifar10_test_06759,automobile,truck,0.9999914169311523,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06759_true-automobile_pred-truck.png
6792,cifar10_test_06792,cat,ship,0.9999291896820068,False,True,false_negative_for_cat;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06792_true-cat_pred-ship.png
6825,cifar10_test_06825,cat,deer,0.9997770190238953,False,True,false_negative_for_cat;false_positive_for_deer,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06825_true-cat_pred-deer.png
6828,cifar10_test_06828,cat,dog,0.9876015782356262,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06828_true-cat_pred-dog.png
6859,cifar10_test_06859,cat,automobile,0.9992825388908386,False,True,false_negative_for_cat;false_positive_for_automobile,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06859_true-cat_pred-automobile.png
6877,cifar10_test_06877,airplane,ship,0.9955329895019531,False,True,false_negative_for_airplane;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06877_true-airplane_pred-ship.png
6970,cifar10_test_06970,airplane,bird,0.9977282881736755,False,True,false_negative_for_airplane;false_positive_for_bird,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06970_true-airplane_pred-bird.png
6973,cifar10_test_06973,cat,dog,0.9989804625511169,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\06973_true-cat_pred-dog.png
7000,cifar10_test_07000,bird,ship,0.9999969005584717,False,True,false_negative_for_bird;false_positive_for_ship,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\07000_true-bird_pred-ship.png
7002,cifar10_test_07002,cat,dog,0.9999995231628418,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\07002_true-cat_pred-dog.png
7099,cifar10_test_07099,cat,dog,0.9999994039535522,False,True,false_negative_for_cat;false_positive_for_dog,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\07099_true-cat_pred-dog.png
7150,cifar10_test_07150,cat,horse,0.7634356617927551,False,True,false_negative_for_cat;false_positive_for_horse,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\07150_true-cat_pred-horse.png
7311,cifar10_test_07311,automobile,truck,0.9999994039535522,False,True,false_negative_for_automobile;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\07311_true-automobile_pred-truck.png
7402,cifar10_test_07402,airplane,truck,0.9999938011169434,False,True,false_negative_for_airplane;false_positive_for_truck,W:\Awais - Thesis\MIDL-Lab\base-KD\reports\cifar10_finetuned_teacher_audit\finetuned_teacher\failure_images\07402_true-airplane_pred-truck.png
