test_index,image_id,source_path,source_record_index,true_class,predicted_class,confidence,top1_correct,top5_correct,saved_image,error_type
101,cifar10_test_00101,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,101,dog,deer,0.5730703473091125,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00101_true-dog_pred-deer.png,false_negative_for_dog;false_positive_for_deer
115,cifar10_test_00115,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,115,cat,dog,0.6987674832344055,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00115_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
118,cifar10_test_00118,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,118,bird,cat,0.9971332550048828,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00118_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
125,cifar10_test_00125,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,125,airplane,truck,0.5698850750923157,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00125_true-airplane_pred-truck.png,false_negative_for_airplane;false_positive_for_truck
129,cifar10_test_00129,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,129,bird,airplane,0.9939800500869751,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00129_true-bird_pred-airplane.png,false_negative_for_bird;false_positive_for_airplane
139,cifar10_test_00139,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,139,truck,ship,0.9990631937980652,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00139_true-truck_pred-ship.png,false_negative_for_truck;false_positive_for_ship
145,cifar10_test_00145,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,145,horse,dog,0.4641970992088318,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00145_true-horse_pred-dog.png,false_negative_for_horse;false_positive_for_dog
147,cifar10_test_00147,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,147,bird,dog,0.8881279230117798,False,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00147_true-bird_pred-dog.png,false_negative_for_bird;false_positive_for_dog
156,cifar10_test_00156,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,156,bird,cat,0.9342539310455322,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00156_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
162,cifar10_test_00162,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,162,frog,cat,0.5811842679977417,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00162_true-frog_pred-cat.png,false_negative_for_frog;false_positive_for_cat
164,cifar10_test_00164,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,164,ship,airplane,0.6034673452377319,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00164_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
165,cifar10_test_00165,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,165,deer,bird,0.5485126376152039,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00165_true-deer_pred-bird.png,false_negative_for_deer;false_positive_for_bird
169,cifar10_test_00169,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,169,airplane,deer,0.6139165163040161,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00169_true-airplane_pred-deer.png,false_negative_for_airplane;false_positive_for_deer
178,cifar10_test_00178,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,178,dog,cat,0.7980678081512451,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00178_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
188,cifar10_test_00188,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,188,deer,cat,0.5372999310493469,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00188_true-deer_pred-cat.png,false_negative_for_deer;false_positive_for_cat
195,cifar10_test_00195,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,195,bird,cat,0.405586838722229,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00195_true-bird_pred-cat.png,false_negative_for_bird;false_positive_for_cat
201,cifar10_test_00201,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,201,automobile,airplane,0.5232364535331726,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00201_true-automobile_pred-airplane.png,false_negative_for_automobile;false_positive_for_airplane
218,cifar10_test_00218,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,218,ship,airplane,0.8588749766349792,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00218_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
228,cifar10_test_00228,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,228,horse,cat,0.6412085294723511,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00228_true-horse_pred-cat.png,false_negative_for_horse;false_positive_for_cat
247,cifar10_test_00247,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,247,truck,ship,0.6608273983001709,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00247_true-truck_pred-ship.png,false_negative_for_truck;false_positive_for_ship
249,cifar10_test_00249,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,249,bird,airplane,0.6426184177398682,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00249_true-bird_pred-airplane.png,false_negative_for_bird;false_positive_for_airplane
258,cifar10_test_00258,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,258,airplane,ship,0.9677067995071411,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00258_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
262,cifar10_test_00262,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,262,dog,automobile,0.8592276573181152,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00262_true-dog_pred-automobile.png,false_negative_for_dog;false_positive_for_automobile
263,cifar10_test_00263,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,263,horse,cat,0.504989504814148,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00263_true-horse_pred-cat.png,false_negative_for_horse;false_positive_for_cat
271,cifar10_test_00271,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,271,cat,deer,0.4333139955997467,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00271_true-cat_pred-deer.png,false_negative_for_cat;false_positive_for_deer
287,cifar10_test_00287,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,287,airplane,ship,0.9989547729492188,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00287_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
302,cifar10_test_00302,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,302,cat,dog,0.8505253195762634,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00302_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
303,cifar10_test_00303,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,303,bird,airplane,0.5252873301506042,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00303_true-bird_pred-airplane.png,false_negative_for_bird;false_positive_for_airplane
306,cifar10_test_00306,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,306,ship,automobile,0.46925845742225647,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00306_true-ship_pred-automobile.png,false_negative_for_ship;false_positive_for_automobile
308,cifar10_test_00308,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,308,automobile,truck,0.9940353631973267,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00308_true-automobile_pred-truck.png,false_negative_for_automobile;false_positive_for_truck
309,cifar10_test_00309,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,309,frog,deer,0.5116719007492065,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00309_true-frog_pred-deer.png,false_negative_for_frog;false_positive_for_deer
312,cifar10_test_00312,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,312,ship,airplane,0.5826469659805298,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00312_true-ship_pred-airplane.png,false_negative_for_ship;false_positive_for_airplane
324,cifar10_test_00324,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,324,deer,horse,0.8924001455307007,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00324_true-deer_pred-horse.png,false_negative_for_deer;false_positive_for_horse
340,cifar10_test_00340,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,340,bird,deer,0.7227139472961426,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00340_true-bird_pred-deer.png,false_negative_for_bird;false_positive_for_deer
355,cifar10_test_00355,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,355,horse,deer,0.8728252053260803,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00355_true-horse_pred-deer.png,false_negative_for_horse;false_positive_for_deer
356,cifar10_test_00356,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,356,cat,dog,0.9894405007362366,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00356_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
363,cifar10_test_00363,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,363,automobile,airplane,0.9974053502082825,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00363_true-automobile_pred-airplane.png,false_negative_for_automobile;false_positive_for_airplane
367,cifar10_test_00367,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,367,cat,dog,0.45851248502731323,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00367_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
387,cifar10_test_00387,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,387,bird,horse,0.917402982711792,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00387_true-bird_pred-horse.png,false_negative_for_bird;false_positive_for_horse
388,cifar10_test_00388,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,388,bird,dog,0.5362126231193542,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00388_true-bird_pred-dog.png,false_negative_for_bird;false_positive_for_dog
394,cifar10_test_00394,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,394,truck,automobile,0.6143354177474976,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00394_true-truck_pred-automobile.png,false_negative_for_truck;false_positive_for_automobile
405,cifar10_test_00405,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,405,deer,frog,0.9309961795806885,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00405_true-deer_pred-frog.png,false_negative_for_deer;false_positive_for_frog
433,cifar10_test_00433,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,433,horse,deer,0.9512912631034851,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00433_true-horse_pred-deer.png,false_negative_for_horse;false_positive_for_deer
444,cifar10_test_00444,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,444,dog,cat,0.4997115731239319,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00444_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
456,cifar10_test_00456,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,456,cat,frog,0.9269698262214661,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00456_true-cat_pred-frog.png,false_negative_for_cat;false_positive_for_frog
458,cifar10_test_00458,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,458,deer,cat,0.5499981641769409,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00458_true-deer_pred-cat.png,false_negative_for_deer;false_positive_for_cat
463,cifar10_test_00463,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,463,deer,dog,0.9874854683876038,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00463_true-deer_pred-dog.png,false_negative_for_deer;false_positive_for_dog
470,cifar10_test_00470,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,470,cat,deer,0.8639516830444336,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00470_true-cat_pred-deer.png,false_negative_for_cat;false_positive_for_deer
474,cifar10_test_00474,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,474,dog,cat,0.5971786379814148,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00474_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
485,cifar10_test_00485,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,485,truck,automobile,0.727986216545105,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00485_true-truck_pred-automobile.png,false_negative_for_truck;false_positive_for_automobile
508,cifar10_test_00508,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,508,truck,cat,0.368245393037796,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00508_true-truck_pred-cat.png,false_negative_for_truck;false_positive_for_cat
515,cifar10_test_00515,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,515,cat,dog,0.5457197427749634,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00515_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
518,cifar10_test_00518,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,518,dog,horse,0.7598439455032349,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00518_true-dog_pred-horse.png,false_negative_for_dog;false_positive_for_horse
526,cifar10_test_00526,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,526,airplane,deer,0.9855456948280334,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00526_true-airplane_pred-deer.png,false_negative_for_airplane;false_positive_for_deer
531,cifar10_test_00531,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,531,airplane,cat,0.33413735032081604,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00531_true-airplane_pred-cat.png,false_negative_for_airplane;false_positive_for_cat
539,cifar10_test_00539,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,539,airplane,truck,0.4829571843147278,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00539_true-airplane_pred-truck.png,false_negative_for_airplane;false_positive_for_truck
548,cifar10_test_00548,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,548,bird,frog,0.9292492270469666,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00548_true-bird_pred-frog.png,false_negative_for_bird;false_positive_for_frog
551,cifar10_test_00551,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,551,dog,cat,0.9963002800941467,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00551_true-dog_pred-cat.png,false_negative_for_dog;false_positive_for_cat
565,cifar10_test_00565,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,565,cat,dog,0.9928165674209595,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00565_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
577,cifar10_test_00577,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,577,truck,ship,0.9906264543533325,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00577_true-truck_pred-ship.png,false_negative_for_truck;false_positive_for_ship
581,cifar10_test_00581,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,581,airplane,ship,0.8422644138336182,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00581_true-airplane_pred-ship.png,false_negative_for_airplane;false_positive_for_ship
607,cifar10_test_00607,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,607,cat,dog,0.9790553450584412,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00607_true-cat_pred-dog.png,false_negative_for_cat;false_positive_for_dog
615,cifar10_test_00615,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,615,ship,truck,0.9682543277740479,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00615_true-ship_pred-truck.png,false_negative_for_ship;false_positive_for_truck
628,cifar10_test_00628,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,628,deer,horse,0.9525795578956604,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00628_true-deer_pred-horse.png,false_negative_for_deer;false_positive_for_horse
633,cifar10_test_00633,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,633,ship,cat,0.8802745342254639,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00633_true-ship_pred-cat.png,false_negative_for_ship;false_positive_for_cat
637,cifar10_test_00637,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,637,cat,airplane,0.807826578617096,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00637_true-cat_pred-airplane.png,false_negative_for_cat;false_positive_for_airplane
646,cifar10_test_00646,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,646,cat,deer,0.5992141366004944,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00646_true-cat_pred-deer.png,false_negative_for_cat;false_positive_for_deer
672,cifar10_test_00672,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,672,frog,automobile,0.707756757736206,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00672_true-frog_pred-automobile.png,false_negative_for_frog;false_positive_for_automobile
675,cifar10_test_00675,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,675,airplane,deer,0.6317481398582458,False,True,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/00675_true-airplane_pred-deer.png,false_negative_for_airplane;false_positive_for_deer
